Značka,Model,Rok,Najeté km,Cena,Palivo,Převodovka,Výkon (kW)
Volvo,Xc90,2022,26850,1349900,Nafta,Automatická,173
Volvo,Xc90,2023,30500,1399900,Nafta,Automatická,173
Bmw,X5,2021,142950,1322000,Nafta,Automatická,210
Volvo,Xc90,2022,50180,1349900,Benzín,Automatická,220
Volvo,Xc90,2023,83400,1349900,Benzín,Automatická,220
Volvo,Xc60,2024,21000,1379900,Hybridní,Automatická,257
Volvo,Xc90,2022,50650,1299901,Nafta,Automatická,173
Kia,Ev3,2024,0,1286900,Elektro,Automatická,150
Volvo,Xc90,2023,33750,1349900,Nafta,Automatická,173
Volvo,Xc60,2023,22350,1249900,Nafta,Automatická,145
Skoda,Enyaq Iv,2024,5623,1357000,Elektro,Automatická,210
Mini,Countryman,2025,0,1329000,Benzín,Automatická,160
Toyota,Rav4,2024,0,1215000,Hybridní,Automatická,225
Volvo,V90,2023,26700,1349900,Benzín,Automatická,220
Audi,A6,2022,110000,1349990,Hybridní,Automatická,270
Tesla,Model 3,2024,6617,1249000,Elektro,Automatická,343
Mercedes Benz,Tridy V,2019,60000,1399000,Nafta,Automatická,176
Ford,Tourneo Custom,2024,0,1297350,Nafta,Automatická,125
Bmw,Rada 7,2022,64000,1249990,Hybridní,Automatická,294
Bmw,M4,2016,60000,1249990,Benzín,Automatická,437
Subaru,Forester,2025,10,1247000,Benzín,Automatická,100
Bmw,Rada 8,2018,65978,1299990,Benzín,Automatická,390
Bmw,M5,2020,54000,1375000,Benzín,Automatická,390
Bmw,Rada 4,2022,88000,1249000,Benzín,Automatická,275
Mercedes Benz,Gle,2019,102000,1299990,Nafta,Automatická,242
Volkswagen,Touareg,2022,93500,1246300,Nafta,Automatická,170
Subaru,Wrx Sti,2018,56000,1385000,Benzín,Manuální,221
Bmw,X1,2025,0,1400000,Hybridní,Automatická,180
Mercedes Benz,Gle,2021,93373,1350000,Nafta,Automatická,230
Bmw,Rada 5,2019,58950,1290000,Nafta,Automatická,294
Mercedes Benz,Gla,2025,0,1227990,Nafta,Automatická,110
Volkswagen,Transporter,2023,23000,1349000,Nafta,Automatická,110
Audi,Q5,2024,10798,1222100,Nafta,Automatická,120
Volkswagen,Amarok,2025,1000,1315000,Nafta,Automatická,177
Jaguar,F Type,2021,17000,1299000,Benzín,Automatická,221
Toyota,Gr Yaris,2024,5000,1339000,Benzín,Automatická,206
Bmw,Rada 8,2021,62500,1350000,Benzín,Automatická,390
Porsche,Macan,2015,107000,1249000,Benzín,Automatická,294
Audi,E Tron,2021,27000,1345000,Elektro,Automatická,370
Dodge,Durango,2021,87016,1327000,Benzín,Automatická,268
Skoda,Kodiaq,2024,15465,1229000,Nafta,Automatická,142
Audi,E Tron,2021,34000,1299000,Elektro,Automatická,370
Nio,Et5,2024,36661,1345000,Elektro,Automatická,360
Dodge,Ram,2022,9000,1399000,Benzín,Automatická,295
Porsche,Panamera,2017,207000,1249000,Nafta,Automatická,310
Bmw,Rada 2,2025,0,1315000,Nafta,Automatická,110
Bmw,Rada 3,2024,13088,1359900,Nafta,Automatická,140
Porsche,Cayman,2011,53900,1290000,Benzín,Automatická,243
Ford,Capri,2024,19,1361856,Elektro,Automatická,250
Audi,E Tron,2021,40500,1275000,Elektro,Automatická,370
Skoda,Enyaq,2025,5,1279500,Elektro,Automatická,210
Bmw,Rada 5,2024,8711,1349900,Nafta,Automatická,145
Volkswagen,Tiguan,2025,5,1239900,Hybridní,Automatická,110
Skoda,Kodiaq,2024,148,1299000,Nafta,Automatická,142
Kia,Ev6,2023,16000,1329000,Elektro,Automatická,430
Subaru,Outback,2025,10,1209000,Benzín,Automatická,124
Skoda,Enyaq Coupe,2025,5,1398000,Elektro,Automatická,210
Mazda,Cx 60,2024,34,1269000,Nafta,Automatická,183
Skoda,Kodiaq,2025,1,1366900,Benzín,Automatická,195
Mercedes Benz,Tridy E,2020,91680,1225000,Nafta,Automatická,250
Subaru,Outback,2025,50,1209000,Benzín,Automatická,124
Volvo,Xc60,2025,5,1330640,Benzín,Automatická,184
Audi,Rs Q3,2021,37583,1379400,Benzín,Automatická,294
Subaru,Outback,2025,30,1209000,Benzín,Automatická,124
Subaru,Outback,2025,20,1209000,Benzín,Automatická,124
Mercedes Benz,Vito,2022,52280,1309000,Nafta,Automatická,124
Bmw,Rada 3,2024,7737,1299900,Nafta,Automatická,140
Skoda,Kodiaq,2025,1,1368900,Nafta,Automatická,142
Volkswagen,Multivan,2020,67000,1390000,Nafta,Automatická,146
Audi,Q7,2021,85000,1289000,Nafta,Automatická,210
Bmw,X5,2022,70000,1299000,Nafta,Automatická,210
Subaru,Wrx Sti,2018,49900,1380000,Benzín,Manuální,221
Mercedes Benz,Tridy G,2017,208716,1400000,Nafta,Automatická,180
Audi,Rs Q3,2021,45060,1247500,Benzín,Automatická,294
Bmw,X5,2022,45104,1306800,Hybridní,Automatická,210
Mercedes Benz,Tridy C,2023,55430,1391500,Benzín,Automatická,300
Subaru,Outback,2025,12,1202000,Benzín,Automatická,124
Subaru,Outback,2025,50,1252000,Benzín,Automatická,124
Subaru,Forester,2025,20,1242000,Hybridní,Automatická,100
Mercedes Benz,Tridy V,2021,111000,1269290,Nafta,Automatická,174
Subaru,Outback,2025,12,1302000,Benzín,Automatická,124
Audi,A6,2023,25000,1399800,Hybridní,Automatická,270
Skoda,Kodiaq,2024,25830,1299900,Nafta,Automatická,142
Mercedes Benz,Glc,2020,96864,1270500,Benzín,Automatická,287
Audi,A7,2019,65500,1249000,Nafta,Automatická,210
Gordon,Roadster,2000,14500,1390000,Benzín,Manuální,96
Volvo,Xc60,2024,23140,1299000,Nafta,Automatická,145
Bmw,X5,2022,125801,1250000,Hybridní,Automatická,210
Mercedes Benz,Glc,2023,49399,1378190,Nafta,Automatická,145
Dodge,Ram,2019,131000,1299000,Benzín,Automatická,295
Bmw,Rada 4,2021,45000,1248000,Benzín,Automatická,275
Ford,Ranger,2025,0,1218990,Nafta,Automatická,151
Volvo,S90,2024,21885,1299000,Nafta,Automatická,173
Skoda,Superb,2024,10000,1250000,Nafta,Automatická,142
Skoda,Kodiaq,2025,100,1289000,Nafta,Automatická,142
Volvo,V60,2024,19107,1299000,Benzín,Automatická,184
Bmw,Rada 5,2024,25000,1359000,Nafta,Automatická,145
Skoda,Kodiaq,2024,18468,1259000,Benzín,Automatická,142
Skoda,Kodiaq,2024,22483,1259900,Nafta,Automatická,142
Volvo,Xc60,2023,9899,1249000,Nafta,Automatická,173
Volkswagen,Id6,2022,60000,1391500,Elektro,Automatická,150
Toyota,Yaris,2024,50,1299900,Benzín,Manuální,206
Toyota,Proace Verso,2024,0,1389900,Nafta,Automatická,132
Subaru,Forester,2025,11,1247000,Benzín,Automatická,100
Mercedes Benz,Tridy A,2023,527,1270500,Benzín,Automatická,140
Bmw,Z4,2023,23074,1329900,Benzín,Automatická,250
Skoda,Kodiaq,2024,19927,1319900,Nafta,Automatická,142
Skoda,Superb,2024,8928,1219000,Nafta,Automatická,142
Mercedes Benz,Gle,2021,69936,1324950,Hybridní,Automatická,143
Toyota,Proace Verso,2024,1,1229900,Nafta,Automatická,104
Audi,Sq5,2022,29341,1349900,Nafta,Automatická,250
Mercedes Benz,Glb,2025,0,1293410,Nafta,Automatická,110
Bmw,Rada 3,2023,1988,1210000,Nafta,Automatická,210
Skoda,Superb,2025,15000,1228392,Nafta,Automatická,142
Skoda,Kodiaq,2022,11700,1225000,Nafta,Automatická,110
Audi,S6 Avant,2021,82050,1294700,Nafta,Automatická,253
Volkswagen,Tayron,2025,0,1250400,Nafta,Automatická,110
Hyundai,Staria,2024,10400,1359900,Nafta,Automatická,130
Mercedes Benz,Eqb,2024,6000,1208790,Elektro,Automatická,140
Skoda,Kodiaq,2024,27880,1217000,Nafta,Automatická,142
Bmw,M4,2019,85000,1290000,Benzín,Automatická,331
Ford,Capri,2025,10,1258900,Elektro,Automatická,250
Volkswagen,Tiguan,2025,0,1259500,Benzín,Automatická,110
Skoda,Kodiaq,2024,12843,1259900,Nafta,Automatická,142
Bmw,Rada 8,2020,94000,1222100,Nafta,Automatická,235
Volkswagen,Passat,2024,100,1379000,Nafta,Automatická,142
Skoda,Superb,2025,6,1289900,Benzín,Automatická,195
Mercedes Benz,Tridy G,2013,181555,1299999,LPG + benzín,Automatická,285
Toyota,Highlander,2024,15,1352900,Hybridní,Automatická,182
Toyota,Hilux,2024,0,1377000,Nafta,Automatická,150
Bmw,Rada 5,2023,28709,1399000,Nafta,Automatická,210
Porsche,Macan,2019,70551,1300000,Benzín,Automatická,260
Mercedes Benz,Tridy E,2018,108261,1295000,Benzín,Automatická,450
Audi,Sq7,2019,92780,1348000,Nafta,Automatická,320
Volvo,V60,2025,0,1265000,Benzín,Automatická,145
Ford,Ranger,2025,10,1365900,Nafta,Automatická,176
Skoda,Kodiaq,2024,11000,1339000,Nafta,Automatická,142
Chevrolet,Corvette,2015,20000,1355555,Benzín,Automatická,344
Tesla,Model X,2018,123500,1278000,Elektro,Automatická,568
Toyota,Highlander,2024,20,1290000,Hybridní,Automatická,140
Skoda,Kodiaq,2025,5,1394900,Nafta,Automatická,142
Bmw,Rada 3,2023,27359,1399000,Benzín,Automatická,275
Hyundai,Santa Fe,2022,117000,1329790,Benzín,Automatická,279
Volkswagen,Amarok,2024,10000,1350000,Nafta,Automatická,177
Maserati,Levante,2021,90000,1399000,Benzín,Automatická,257
Toyota,Proace,2024,3005,1344552,Nafta,Automatická,130
Skoda,Superb,2025,0,1370900,Nafta,Automatická,142
Land Rover,Range Rover,2020,99000,1299000,Hybridní,Automatická,221
Tesla,Model S,2020,114000,1369500,Elektro,Automatická,586
Audi,Q7,2020,84859,1282600,Nafta,Automatická,210
Ostatni,Ostatni,2022,117000,1329790,Benzín,Automatická,279
Volkswagen,Touareg,2021,86850,1299000,Nafta,Automatická,210
Dodge,Ram,2021,49000,1399000,Benzín,Automatická,295
Dodge,Challenger,2024,2814,1399900,Benzín,Automatická,277
Audi,Q8,2019,109800,1389877,Nafta,Automatická,210
Volvo,V90,2023,19628,1399000,Nafta,Automatická,173
Jaguar,F Type,2014,28500,1299990,Benzín,Automatická,405
Audi,Sq5,2021,80713,1318900,Nafta,Automatická,251
Audi,Rs3,2022,55445,1250000,Benzín,Automatická,294
Volkswagen,Tayron,2025,0,1328300,Nafta,Automatická,110
Ford,Ranger,2025,30,1377222,Nafta,Automatická,176
Audi,Q5,2024,19274,1299990,Nafta,Automatická,150
Bmw,X5,2022,118000,1210000,Nafta,Automatická,210
Skoda,Kodiaq,2024,6089,1249000,Nafta,Automatická,142
Skoda,Superb,2024,9506,1219000,Nafta,Automatická,195
Skoda,Kodiaq,2024,20608,1227400,Nafta,Automatická,142
Bmw,M2,2019,64800,1330879,Benzín,Automatická,411
Audi,Q7,2019,153243,1235800,Nafta,Automatická,210
Audi,A6 Avant,2019,99999,1210000,Nafta,Automatická,170
Bmw,X1,2025,10,1333028,Benzín,Automatická,100
Skoda,Kodiaq,2024,11403,1359000,Nafta,Automatická,142
Volvo,Xc60,2023,7500,1349000,Nafta,Automatická,145
Skoda,Superb,2025,15000,1335400,Nafta,Automatická,142
Bmw,X3,2020,61311,1248000,Benzín,Automatická,353
Mercedes Benz,Cls,2018,26800,1331000,Benzín,Automatická,270
Subaru,Outback,2024,0,1232000,Benzín,Automatická,124
Volkswagen,Tiguan,2025,0,1299000,Hybridní,Automatická,110
Ford,Ranger,2024,85,1349000,Nafta,Automatická,176
Subaru,Outback,2025,6,1232000,Benzín,Automatická,124
Audi,S7,2020,108000,1208790,Nafta,Automatická,257
Skoda,Kodiaq,2025,5000,1349000,Hybridní,Automatická,150
Skoda,Kodiaq,2024,17700,1229999,Nafta,Automatická,142
Volkswagen,Tiguan,2025,0,1295000,Hybridní,Automatická,110
Audi,A6,2023,20780,1369000,Nafta,Automatická,150
Audi,E Tron,2022,38000,1290000,Elektro,Automatická,370
Porsche,Cayenne,2019,118000,1349000,Benzín,Automatická,250
Volvo,Xc60,2024,17112,1399000,Benzín,Automatická,184
Volkswagen,Passat,2024,100,1299000,Hybridní,Automatická,130
Audi,Q7,2021,38636,1246300,Hybridní,Automatická,280
Audi,Rs Q3,2020,33333,1249000,Benzín,Automatická,294
Cupra,Terramar,2024,7,1359900,Benzín,Automatická,195
Bmw,M2,2019,34900,1297120,Benzín,Manuální,302
Cupra,Terramar,2024,20,1299000,Benzín,Automatická,195
Toyota,Highlander,2024,23276,1399900,Hybridní,Automatická,182
Cupra,Terramar,2024,5,1359900,Benzín,Automatická,195
Dodge,Ram,2021,67000,1339000,Benzín,Automatická,295
Audi,S7,2019,66000,1299000,Nafta,Automatická,257
Skoda,Superb,2025,15000,1262800,Nafta,Automatická,142
Audi,A4,2024,124,1258400,Nafta,Automatická,150
Audi,A4,2024,7,1258400,Nafta,Automatická,150
Toyota,Rav4,2025,5,1215000,Hybridní,Automatická,225
Toyota,Rav4,2025,5,1290000,Hybridní,Automatická,225
Hyundai,Santa Fe,2025,0,1349890,Hybridní,Automatická,158
Audi,Q7,2021,57465,1306800,Nafta,Automatická,210
Mercedes Benz,Tridy E,2021,56200,1399000,Nafta,Automatická,243
Cupra,Formentor,2025,7,1379900,Benzín,Automatická,245
Porsche,Panamera,2018,86141,1349000,Benzín,Automatická,243
Skoda,Superb,2024,8643,1225000,Nafta,Automatická,142
Bmw,Rada 3,2019,62000,1210000,Benzín,Automatická,275
Toyota,Proace Verso,2025,3,1219000,Nafta,Automatická,132
Toyota,Rav4,2025,5,1315000,Hybridní,Automatická,225
Mercedes Benz,Tridy E,2021,57676,1355200,Nafta,Automatická,243
Ford,Tourneo Custom,2025,10,1249000,Nafta,Manuální,110
Audi,Q7,2021,78000,1349999,Nafta,Automatická,170
Mercedes Benz,Tridy E,2021,74453,1331000,Nafta,Automatická,243
Mercedes Benz,Glb,2023,19800,1399000,Benzín,Automatická,225
Ford,Tourneo Custom,2025,10,1255000,Nafta,Manuální,110
Volvo,Ex30,2025,0,1259000,Elektro,Automatická,315
Audi,A6 Allroad,2022,79224,1367300,Benzín,Automatická,250
Mercedes Benz,Tridy E,2018,38000,1350000,Benzín,Automatická,245
Ford,Tourneo Custom,2025,16,1390000,Nafta,Automatická,125
Skoda,Superb,2024,8813,1245000,Nafta,Automatická,142
Toyota,Gr Yaris,2024,5,1349000,Benzín,Automatická,205
Volkswagen,Caravelle,2023,15955,1329900,Nafta,Automatická,110
Bmw,X5,2021,61980,1400000,Hybridní,Automatická,210
Alpina,B5,2020,137999,1331000,Benzín,Automatická,447
Skoda,Superb,2024,9141,1235000,Nafta,Automatická,142
Bmw,Rada 3,2021,86000,1230000,Nafta,Automatická,250
Dodge,Ram,2020,38194,1249000,LPG + benzín,Automatická,295
Mercedes Benz,Tridy E,2023,23390,1389000,Nafta,Automatická,147
Mercedes Benz,Vito,2022,80451,1299000,Nafta,Automatická,140
Bmw,Rada 5,2023,50238,1349000,Nafta,Automatická,210
Bmw,X3,2022,89578,1299000,Nafta,Automatická,210
Mercedes Benz,Vito,2022,91055,1279000,Nafta,Automatická,140
Land Rover,Range Rover Sport,2019,66770,1371932,Benzín,Automatická,386
Bmw,Z4,2022,11300,1260000,Benzín,Automatická,250
Mercedes Benz,Tridy E,2019,51500,1289000,Benzín,Automatická,320
Skoda,Superb,2024,8578,1245000,Nafta,Automatická,142
Toyota,Gr Yaris,2024,2500,1399000,Benzín,Manuální,206
Alpina,B4,2018,34852,1399000,Benzín,Automatická,324
Mercedes Benz,Glb,2024,9000,1229990,Nafta,Automatická,110
Mercedes Benz,Cla,2023,32800,1319000,Benzín,Automatická,225
Bmw,Rada 5,2023,27500,1399000,Nafta,Automatická,145
Volkswagen,Arteon Shooting Brake,2024,2705,1399800,Nafta,Automatická,142
Skoda,Superb,2024,110,1299900,Nafta,Automatická,142
Skoda,Kodiaq,2024,9900,1299000,Nafta,Automatická,142
Bmw,X1,2024,10326,1329000,Hybridní,Automatická,240
Renault,Rafale,2025,1,1356420,Hybridní,Automatická,220
Audi,A3,2023,30000,1250000,Nafta,Automatická,147
Land Rover,Defender,2022,76551,1349000,Nafta,Automatická,183
Subaru,Solterra,2023,1300,1242000,Elektro,Automatická,160
Bmw,M2,2017,60000,1249000,Benzín,Automatická,272
Skoda,Superb,2025,100,1299000,Benzín,Automatická,195
Volkswagen,Touareg,2022,48000,1330000,Nafta,Automatická,170
Skoda,Enyaq Iv,2023,3,1312000,Elektro,Automatická,220
Audi,A6 Allroad,2023,46230,1249000,Nafta,Automatická,150
Audi,S6 Avant,2019,119865,1239850,Nafta,Automatická,257
Mercedes Benz,Gle,2016,74800,1299900,Benzín,Automatická,430
Volkswagen,Passat,2025,100,1349000,Nafta,Automatická,142
Bmw,Rada 5,2021,27800,1373350,Nafta,Automatická,210
Mercedes Benz,Glc,2024,43730,1399000,Nafta,Automatická,145
Volkswagen,Grand California,2020,118213,1249900,Nafta,Automatická,130
Skoda,Kodiaq,2024,110,1359900,Nafta,Automatická,142
Ford,Tourneo Custom,2025,0,1340196,Nafta,Manuální,110
Skoda,Superb,2024,100,1303100,Nafta,Automatická,142
Jeep,Grand Cherokee,2021,36835,1249000,Benzín,Automatická,216
Skoda,Kodiaq,2024,9433,1335000,Nafta,Automatická,142
Ford,Tourneo Custom,2025,0,1258766,Elektro,Automatická,160
Toyota,Rav4,2024,3000,1279000,Hybridní,Automatická,225
Dodge,Ram 1500,2020,92500,1330000,LPG + benzín,Automatická,295
Skoda,Superb,2025,0,1379900,Benzín,Automatická,195
Audi,Q8,2021,98758,1400000,Nafta,Automatická,210
Skoda,Superb,2025,15000,1313352,Nafta,Automatická,142
Bmw,I8,2014,140782,1249000,Hybridní,Automatická,266
Skoda,Kodiaq,2024,12804,1244900,Nafta,Automatická,142
Chevrolet,Corvette,2015,74000,1230000,Benzín,Automatická,340
Volvo,V60,2024,14485,1349000,Benzín,Automatická,184
Isuzu,D Max,2024,10,1289860,Nafta,Automatická,120
Skoda,Superb,2025,6,1249900,Nafta,Automatická,142
Skoda,Kodiaq,2024,0,1299900,Nafta,Automatická,142
Bmw,Z4,2021,28700,1389000,Benzín,Automatická,250
Audi,Q8,2021,60000,1300000,Nafta,Automatická,210
Mazda,Cx 60,2024,0,1399000,Nafta,Automatická,187
Bmw,X3,2022,59535,1329000,Nafta,Automatická,140
Skoda,Superb,2024,9075,1249000,Nafta,Automatická,142
Lexus,Ls 500H,2018,118000,1369000,Benzín,Automatická,264
Mercedes Benz,Tridy E,2024,35000,1399970,Hybridní,Automatická,230
Volvo,S90,2024,25600,1269000,Hybridní,Automatická,335
Hyundai,Tucson,2025,0,1277890,Hybridní,Automatická,185
Bmw,X5,2021,76680,1399000,Nafta,Automatická,210
Volvo,Xc60,2023,7,1310000,Benzín,Automatická,184
Porsche,Panamera,2018,99990,1280000,Benzín,Automatická,243
Cupra,Terramar,2024,0,1200900,Benzín,Automatická,150
Skoda,Kodiaq,2024,24530,1224000,Nafta,Automatická,142
Mercedes Benz,Tridy V,2020,109447,1299000,Nafta,Automatická,176
Skoda,Kodiaq,2024,16669,1279900,Nafta,Automatická,142
Mercedes Benz,Cla,2021,44500,1219000,Benzín,Automatická,225
Audi,A4,2024,23000,1208790,Nafta,Automatická,150
Volvo,V60,2025,0,1379000,Hybridní,Automatická,257
Skoda,Superb,2025,5,1310632,Nafta,Automatická,142
Skoda,Kodiaq,2024,16594,1239900,Benzín,Automatická,180
Mercedes Benz,Cla,2022,17000,1249000,Benzín,Automatická,225
Skoda,Superb,2024,18245,1249900,Nafta,Automatická,142
Volkswagen,Multivan,2021,89999,1243880,Nafta,Automatická,150
Mercedes Benz,Cla,2022,36000,1249000,Benzín,Automatická,225
Skoda,Superb,2025,0,1342000,Nafta,Automatická,142
Volkswagen,Passat,2024,6000,1329000,Hybridní,Automatická,130
Volkswagen,Transporter,2023,10259,1299999,Nafta,Automatická,110
Cupra,Terramar,2024,5,1398840,Benzín,Automatická,195
Mercedes Benz,Glb,2024,1500,1230000,Nafta,Automatická,110
Volkswagen,Caravelle,2021,28706,1369800,Nafta,Automatická,110
Skoda,Kodiaq,2025,0,1302000,Nafta,Automatická,142
Volkswagen,Idbuzz,2024,9786,1250000,Elektro,Automatická,150
Byd,Sealion 7,2025,0,1399000,Elektro,Automatická,390
Skoda,Kodiaq,2024,8000,1327900,Nafta,Automatická,142
Mercedes Benz,Tridy V,2021,74747,1331000,Nafta,Automatická,174
Volvo,V90,2023,26000,1229000,Nafta,Automatická,145
Peugeot,Traveller,2025,0,1236000,Nafta,Automatická,130
Bmw,M2,2019,31000,1349000,Benzín,Automatická,302
Kia,Sorento,2024,18552,1329900,Nafta,Automatická,142
Jaguar,E Pace,2023,18078,1249000,Hybridní,Automatická,227
Hummer,H2,2007,78000,1249000,Benzín,Automatická,180
Mercedes Benz,Gls,2016,91000,1350000,Nafta,Automatická,190
Mercedes Benz,Cla,2023,35000,1399900,Benzín,Automatická,310
Honda,Civic,2022,1500,1299000,Benzín,Manuální,242
Mercedes Benz,Tridy C,2024,6150,1399000,Nafta,Automatická,195
Volvo,Xc90,2023,45000,1400000,Nafta,Automatická,173
Volkswagen,Touareg,2022,93347,1281390,Nafta,Automatická,170
Audi,Q8,2018,102000,1299900,Nafta,Automatická,210
Volvo,V90,2022,98941,1360000,Nafta,Automatická,173
Mazda,Cx 60,2025,10,1339000,Nafta,Automatická,187
Volvo,Xc60,2025,1,1263900,Benzín,Automatická,184
Mercedes Benz,Gle,2021,72000,1369000,Nafta,Automatická,180
Volvo,Xc60,2025,1,1267900,Benzín,Automatická,184
Mazda,Cx 60,2022,47428,1239000,Nafta,Automatická,187
Porsche,911,2007,120000,1390000,Benzín,Automatická,261
Mercedes Benz,Glb,2024,15100,1275000,Nafta,Automatická,110
Volvo,Xc60,2025,1,1296900,Benzín,Automatická,184
Porsche,Cayenne,2018,78000,1380000,Benzín,Automatická,250
Volkswagen,Touareg,2021,76742,1339900,Nafta,Automatická,210
Volkswagen,Multivan,2020,106560,1349000,Nafta,Automatická,110
Mercedes Benz,Tridy E,2021,78000,1399000,Benzín,Automatická,320
Ford,Mustang,2018,13000,1219000,Benzín,Manuální,514
Ford,Tourneo Custom,2024,0,1271710,Benzín,Automatická,171
Audi,A7,2019,60000,1249000,Nafta,Automatická,210
Kia,Sorento,2024,5000,1349981,Nafta,Automatická,142
Audi,A8,2017,40000,1369000,Nafta,Automatická,210
Toyota,Highlander,2024,50,1390900,Hybridní,Automatická,140
Land Rover,Range Rover Sport,2021,74628,1351570,Nafta,Automatická,221
Bmw,Rada 5,2023,23621,1359900,Benzín,Automatická,245
Mercedes Benz,Gle,2020,153000,1295000,Nafta,Automatická,240
Volvo,V90,2023,59460,1379000,Nafta,Automatická,145
Bmw,X4,2020,105000,1209879,Benzín,Automatická,375
Bmw,X4,2021,33838,1299000,Nafta,Automatická,250
Volvo,Xc60,2024,6900,1250000,Benzín,Automatická,184
Bmw,X3,2023,20000,1299000,Nafta,Automatická,140
Ford,Tourneo Custom,2025,10,1390000,Nafta,Automatická,125
Ford,Ranger,2025,0,1393382,Nafta,Automatická,176
Skoda,Kodiaq,2024,8340,1279000,Nafta,Automatická,142
Volkswagen,Caravelle,2022,49886,1399990,Nafta,Automatická,110
Mercedes Benz,Tridy E,2025,0,1399000,Benzín,Automatická,150
Ford,Ranger,2025,10,1349900,Nafta,Automatická,151
Mercedes Benz,Vito,2022,11980,1274900,Nafta,Automatická,174
Kia,Sorento,2024,6424,1249000,Nafta,Automatická,142
Ford,Tourneo Custom,2025,0,1339954,Nafta,Manuální,110
Audi,Q7,2020,83362,1359900,Nafta,Automatická,210
Mercedes Benz,Glb,2024,15800,1249000,Nafta,Automatická,140
Audi,Q4 E Tron,2023,10098,1399900,Elektro,Automatická,220
Volkswagen,Multivan,2021,132439,1249900,Nafta,Automatická,150
Volkswagen,Tayron,2025,100,1369000,Hybridní,Automatická,110
Audi,A7,2022,59962,1250000,Nafta,Automatická,210
Skoda,Kodiaq,2024,18293,1249000,Nafta,Automatická,142
Bmw,X5,2022,49562,1389000,Benzín,Automatická,245
Subaru,Outback,2025,0,1302000,Benzín,Automatická,124
Mercedes Benz,Tridy E,2025,0,1379000,Nafta,Automatická,120
Mercedes Benz,Tridy E,2025,0,1329000,Nafta,Automatická,120
Mercedes Benz,Tridy V,2022,70800,1215000,Nafta,Automatická,174
Mercedes Benz,Eqe,2024,23350,1349000,Elektro,Automatická,215
Mercedes Benz,Tridy E,2023,21000,1369000,Benzín,Automatická,145
Mercedes Benz,Tridy E,2023,29900,1229000,Nafta,Automatická,147
Mercedes Benz,Eqe,2023,10850,1299000,Elektro,Automatická,180
Mercedes Benz,Eqe,2024,19100,1269000,Elektro,Automatická,180
Mercedes Benz,Eqe,2024,14250,1379000,Elektro,Automatická,180
Mercedes Benz,Tridy C,2024,6250,1399000,Nafta,Automatická,147
Mercedes Benz,Eqb,2023,14000,1359000,Elektro,Automatická,168
Mercedes Benz,Eqe,2024,11900,1299000,Elektro,Automatická,180
Mercedes Benz,Gle,2019,146001,1293490,Benzín,Automatická,270
Mercedes Benz,Eqe,2023,17900,1295000,Elektro,Automatická,215
Mercedes Benz,Tridy C,2024,7800,1399000,Nafta,Automatická,195
Mercedes Benz,Eqe,2023,18415,1232990,Elektro,Automatická,215
Mercedes Benz,Eqe,2023,26400,1379000,Elektro,Automatická,180
Mercedes Benz,Glc,2022,12273,1329790,Nafta,Automatická,145
Mercedes Benz,Tridy E,2022,13400,1259000,Benzín,Automatická,145
Mercedes Benz,Gla,2024,6150,1275000,Nafta,Automatická,140
Bmw,X4,2023,99515,1365000,Nafta,Automatická,210
Ford,Ranger,2025,8,1282265,Nafta,Automatická,151
Skoda,Kodiaq,2025,5,1213296,Nafta,Automatická,110
Mercedes Benz,Glb,2024,7900,1299000,Nafta,Automatická,140
Mercedes Benz,Tridy C,2025,0,1399000,Hybridní,Automatická,230
Ford,Ranger,2025,10,1300000,Nafta,Automatická,151
Volkswagen,Touareg,2021,103520,1399970,Nafta,Automatická,210
Bmw,X5,2022,74882,1399000,Nafta,Automatická,210
Toyota,Proace Verso,2025,10,1219051,Nafta,Automatická,130
Ford,Tourneo Custom,2025,10,1287000,Nafta,Automatická,125
Cupra,Formentor,2023,45500,1299999,Benzín,Automatická,287
Bmw,Ix1,2025,10,1259000,Elektro,Automatická,200
Bmw,Ix,2021,37359,1349000,Elektro,Automatická,240
Audi,Q5,2024,24677,1234200,Nafta,Automatická,150
Mercedes Benz,Tridy V,2018,151000,1390290,Nafta,Automatická,140
Bmw,M2,2021,31000,1390000,Benzín,Automatická,302
Mazda,Cx 60,2025,15,1343100,Nafta,Automatická,187
Skoda,Superb,2025,15000,1337248,Nafta,Automatická,142
Volvo,Xc60,2024,19531,1389000,Hybridní,Automatická,257
Mercedes Benz,Gls,2018,124000,1208790,Nafta,Automatická,190
Ford,Ranger,2025,10,1250000,Nafta,Automatická,151
Skoda,Kodiaq,2024,7590,1244800,Nafta,Automatická,142
Mercedes Benz,Glb,2025,0,1227930,Benzín,Automatická,120
Skoda,Kodiaq,2024,25037,1279000,Benzín,Automatická,180
Ford,Ranger,2023,23700,1299000,Nafta,Automatická,154
Kia,Sorento,2025,10,1249980,Nafta,Automatická,142
Skoda,Kodiaq,2025,0,1399900,Benzín,Automatická,195
Mercedes Benz,Tridy S,2018,192600,1399000,Benzín,Automatická,345
Skoda,Kodiaq,2024,6600,1296800,Nafta,Automatická,142
Volvo,Ostatni,2025,3000,1349000,Elektro,Automatická,185
Audi,Rs Q3,2020,68840,1390000,Benzín,Automatická,294
Bmw,Rada 6,2023,43000,1349900,Benzín,Automatická,245
Jaguar,F Pace,2023,15517,1399000,Nafta,Automatická,221
